chr1	4939487	4939685	6	0	0.0	4.752525252525253	3.405931944560617	0.3330106485963214	1.0	0.0707070707070707
chr1	15314707	15314888	1	1	7.95	2.386740331491713	2.4096126288202546	0.9265822784810128	1.0	0.287292817679558
chr1	33978385	33978650	4	0	0.0	0.879245283018868	1.0712994209231157	0.32432432432432434	0.7067307692307693	0.4566037735849057
chr1	54517799	54518119	4	0	0.0	0.878125	0.7669885816457765	0.5515151515151515	0.5714285714285714	0.334375
chr1	94897497	94898247	0	1	16.0	1.0653333333333332	1.1418106478552197	0.41295546558704455	1.0	0.4226666666666667
chr1	220694320	220694918	0	1	9.0	1.3076923076923077	1.0436819113510096	0.3287128712871287	0.5	0.2725752508361204
chr1	246817950	246818015	8	0	0.0	71.4	34.68974576929703	0.9717336683417084	0.9901856197994452	0.015384615384615384
chr10	38526808	38527158	0	1	15.0	5.765714285714287	2.0415600277578854	0.6013234077750207	0.9576271186440678	0.0
chr10	38528679	38529526	0	1	8.0	9.227863046044863	4.417019572440396	0.2984799631506218	0.8129649309245484	0.0
chr10	41859896	41859972	64	0	0.0	1599.697368421053	723.2039098734413	0.8893708851499634	0.814318917072452	0.0
chr10	38578970	41860329	14	0	0.0	0.8976640471219394	9.41501938402075	0.946978672985782	0.9898739408968796	0.6267302663317241
chr10	41875003	41875069	6	0	0.0	130.93939393939394	54.04484075056473	0.5010145515682068	0.8849974398361495	0.0
chr10	41875378	41875474	16	0	0.0	519.0520833333334	304.01978313479265	0.9115172136245564	0.9906164887377984	0.0
chr10	86524716	86524809	0	2	15.99	1.978494623655914	0.6874996715331516	0.3552123552123552	0.9064039408866996	0.0
chr10	125824840	125825084	4	0	0.0	2.307377049180328	0.9187186401728926	0.7547169811320755	0.8455284552845529	0.04098360655737705
chr10	127797444	127797564	0	2	31.98	5.183333333333334	3.586974893819148	0.970401691331924	0.9572368421052632	0.0
chr10	133010267	133010310	0	1	8.0	10.72093023255814	1.2998314988355462	0.4550839091806515	0.5828065739570164	0.0
chr11	30995921	30996312	4	0	0.0	1.1278772378516624	0.934704759529446	0.4694960212201592	1.0	0.319693094629156
chr11	46838620	46838787	0	1	8.0	0.940119760479042	0.8665479645576376	0.3262411347517731	0.5078125	0.38323353293413176
chr11	70371323	70371537	2	2	18.0	20.79439252336449	11.401949593710462	0.9460055096418732	0.8331762488218661	0.0
chr11	100526103	100526331	4	0	0.0	1.3421052631578947	0.8818734779008442	0.3365384615384616	1.0	0.10087719298245612
chr11	105524345	105524465	6	0	0.0	3.308333333333333	0.8041126924891947	0.7609649122807017	0.6160558464223386	0.0
chr11	105524345	105524540	10	0	0.0	3.1487179487179486	1.044367504545042	0.7609649122807017	0.9895833333333334	0.0
chr11	117872073	117872304	4	0	0.0	2.393939393939394	1.77908911363343	0.489060489060489	0.7272727272727273	0.1038961038961039
chr11	120061473	120061851	8	0	0.0	2.5767195767195767	1.2368623174235096	0.6078098471986417	1.0	0.0
chr11	123584375	123584421	0	1	21.0	7.7608695652173925	1.946957298483252	0.5693779904306221	0.8459715639810427	0.0
chr12	2255791	2255939	2	1	9.0	21.635135135135137	8.044763823863228	0.9051620648259304	0.8357094365241005	0.0
chr12	13011454	13011878	4	0	0.0	2.1061320754716983	1.35652168316459	0.7701711491442543	1.0	0.040094339622641514
chr12	104743942	104744437	4	0	0.0	1.1232323232323231	1.161227866590846	0.2977941176470588	0.7783505154639175	0.3333333333333333
chr12	131477571	131477634	4	0	0.0	13.857142857142858	4.597643091352879	0.6457100591715976	0.7455166524338173	0.0
chr12	131477571	131477634	4	0	0.0	13.857142857142858	4.597643091352879	0.44337227018791264	0.463375796178344	0.0
chr12	131477655	131477721	4	0	0.0	10.636363636363637	3.0032122380139024	0.35652615540883703	0.7405063291139241	0.0
chr13	17268156	17268233	4	0	0.0	1.4545454545454546	0.4979295977319692	0.13725490196078433	0.8235294117647058	0.0
chr13	24190048	24190137	7	0	0.0	53.674157303370784	27.01633932608186	0.7505106048703849	0.5763059476414525	0.0
chr13	87628088	87628531	0	1	8.0	0.9209932279909706	1.2661906422880391	0.4874791318864775	0.3775510204081632	0.5146726862302483
chr13	67556245	67777885	18	0	0.0	77.98025175961018	31.04193118084547	0.4301268092737287	0.4178333829808361	0.00026168561631474457
chr13	67566948	67767898	20	0	0.0	80.2020552376213	30.677708133405627	0.41238779174147216	0.33430108775597106	0.00028862901219208766
chr13	67567624	67776903	40	0	0.0	80.30056049579747	30.17792692146955	0.4024006401707122	0.3515610735804273	0.0002771419970470042
chr13	68298868	92648265	0	1	13.0	0.7698119177242869	2.2228471469529256	0.31983007130936125	1.0	0.5602259472791051
chr13	24117010	68573874	26	24	453.9500000000001	2.031063662070271	7.546581853257046	0.9791332263242376	0.9114376489277204	0.4963786244571817
chr13	24389577	68530832	30	0	0.0	1.873094999224648	7.320413056982037	0.4967951978838132	0.5138493944181148	0.4999204259144875
chr14	65791582	65791613	0	1	22.0	16.580645161290324	2.8485898440975914	0.6353522867737948	0.6564495530012772	0.0
chr14	91408321	91408628	4	0	0.0	0.7882736156351792	1.0355847535629368	0.98	0.9664429530201344	0.5179153094462541
chr14	94519720	94519792	4	0	0.0	6.361111111111112	1.5661839287789387	0.5307068366164542	0.7532894736842105	0.0
chr14	105162463	105162647	8	2	17.86	13.032608695652176	6.26402962219612	0.8314176245210728	0.8853868194842407	0.0
chr14_GL000225v1_random	96313	96392	7	0	0.0	85.63291139240506	26.398684861368945	0.510797342192691	0.8601398601398601	0.0
chr15	71199508	71199835	8	0	0.0	1.6697247706422018	1.12291978961652	0.5403899721448467	0.7785016286644951	0.17737003058103976
chr16	34586255	34587107	10	0	0.0	157.58215962441315	123.9765105763134	0.3258569381681913	0.533276740237691	0.0
chr16	34584700	46390772	63	0	0.0	0.5300095577936506	7.986487409253075	0.759466769706337	0.8312131288211949	0.8146959462893332
chr16	61968031	61968344	4	0	0.0	2.565495207667732	1.1345677256552116	0.3357245337159254	0.6727748691099477	0.006389776357827476
chr16	69820830	69825123	4	0	0.0	1.1877474959235963	1.073219251447927	0.6929824561403509	0.8	0.3216864663405544
chr16	89851883	89851933	0	1	10.0	2.26	0.48207883172775795	0.31043956043956045	0.4767932489451477	0.0
chr17	489013	489090	5	0	0.0	46.27272727272727	19.740943255425552	0.8686006825938567	0.8713621912448031	0.0
chr17	5643843	5644241	4	0	0.0	2.07286432160804	1.0477145918681694	0.8076923076923077	1.0	0.04020100502512563
chr17	69961544	69961943	0	2	29.99	2.604010025062657	1.401246834654345	0.4924731182795699	0.8103896103896104	0.12531328320802004
chr17	80024449	80024511	0	2	26.0	3.6774193548387095	0.9293458252185762	0.3825503355704698	0.5801526717557252	0.0
chr17	81249395	81249468	3	0	0.0	26.616438356164387	13.897501635123303	0.9226020892687559	0.9310014374700528	0.0
chr17_GL383563v3_alt	137449	137515	4	0	0.0	7.803030303030303	3.4998688155921576	0.7367668097281831	0.7935285053929122	0.0
chr17_KI270729v1_random	34	175	4	0	0.0	12.978723404255321	6.762923625101483	0.18498606133014736	0.2658532076169348	0.0
chr17_KI270729v1_random	34	5750	4	0	0.0	53.386109167249835	85.95040522498644	0.18498606133014736	0.8147315855181023	0.0031490552834149755
chr17_KI270729v1_random	1145	1632	6	0	0.0	49.06776180698152	25.16535719990292	0.14790874524714828	0.5209100581062279	0.0
chr17_KI270729v1_random	1388	4568	12	0	0.0	66.86792452830188	109.51889720672844	0.2648628613787991	0.2879520499647426	0.0
chr17_KI270729v1_random	1859	5141	4	0	0.0	68.8860450944546	107.4909451295607	0.16937539834289356	0.4488118175979448	0.0
chr17_KI270730v1_random	84911	85016	4	0	0.0	12.266666666666667	7.808745605826068	0.6394453004622496	0.9470149253731344	0.0
chr18	56826057	56826276	0	1	19.0	2.4429223744292243	1.1704827277205243	0.4657894736842105	0.9966442953020134	0.0365296803652968
chr18	79866942	79867028	4	0	0.0	2.5	0.7586708082883098	0.4908675799086758	0.8431372549019608	0.0
chr19	7331249	7331397	0	2	30.0	3.6756756756756763	2.302220479896957	0.4453024453024453	0.6821705426356589	0.0472972972972973
chr19	8898160	8898203	0	1	8.0	3.5348837209302326	1.2075120916974111	0.4578313253012048	0.6551724137931034	0.0
chr19	32217002	32217403	4	0	0.0	1.4563591022443891	1.2469276799900542	0.9897959183673468	0.8396739130434783	0.26932668329177056
chr19_KI270866v1_alt	40496	41741	6	0	0.0	3.6008032128514063	2.1547741328697207	0.87751677852349	0.8585987261146497	0.024899598393574297
chr19_KI270866v1_alt	41754	41947	3	0	0.0	6.398963730569947	3.1886129919066737	0.32343651295009473	0.8017334777898159	0.0
chr2	3605375	3605528	4	0	0.0	0.6405228758169934	0.4798471854373243	0.6447368421052632	1.0	0.3594771241830065
chr2	17535317	17613702	0	1	16.0	0.8244179371053135	0.9332541850785928	0.3011049723756906	0.9836734693877552	0.44763666517828665
chr2	89833259	89833356	17	0	0.0	568.9278350515464	329.07327694047706	0.9577078597087968	0.989617143369497	0.0
chr2	111944499	111944531	0	1	20.0	9.8125	2.2421738893315117	0.5567375886524822	0.5869158878504673	0.0
chr2	111944499	111944533	0	4	79.99	9.941176470588236	2.235294117647059	0.599290780141844	0.6317757009345795	0.0
chr2	127675683	127675991	4	0	0.0	1.4870129870129871	0.8431312463268315	0.4644808743169399	0.8772563176895307	0.055194805194805185
chr2	209903472	209903540	4	0	0.0	2.6323529411764706	0.9533904169841608	0.904040404040404	0.904040404040404	0.0
chr2	240812683	240812863	4	0	0.0	3.555555555555556	1.3466923356556169	0.7030567685589519	0.8038461538461539	0.0
chr20	29152315	29152496	4	0	0.0	3.4917127071823204	2.325973412413154	0.34750733137829914	0.7974452554744526	0.1878453038674033
chr20	29193303	29193725	4	0	0.0	2.0260663507109005	1.480291752771291	0.5792349726775956	1.0	0.17535545023696686
chr20	29224166	29224403	4	0	0.0	1.970464135021097	1.0609947743325414	0.5509259259259259	0.8453608247422679	0.016877637130801686
chr20	63351191	63351275	0	1	11.99	2.8809523809523814	2.6204541677639543	0.3865814696485623	0.7831715210355987	0.2261904761904762
chr20	63351192	63351276	0	1	12.94	2.821428571428572	2.6056747334090904	0.3785942492012779	0.7719869706840391	0.2261904761904762
chr21	32030311	32030470	4	0	0.0	3.3647798742138364	2.600003346993005	0.4518518518518518	0.6185897435897436	0.0
chr3	3321595	3322049	4	0	0.0	1.3766519823788546	0.7805348203353788	0.4206008583690987	0.9364406779661016	0.11233480176211454
chr3	5565192	5565271	0	1	20.0	5.632911392405063	0.9301859782720928	0.6888544891640866	0.8492366412213741	0.0
chr3	37708652	37708694	0	2	23.0	7.428571428571429	1.3997084244475304	0.6827133479212254	0.7665847665847666	0.0
chr3	83544027	83544320	4	0	0.0	1.2593856655290103	1.090271421602807	0.8322147651006712	1.0	0.3412969283276451
chr3	159306194	159306326	0	1	20.0	2.037878787878788	0.9801461164285894	0.5787965616045845	1.0	0.09848484848484848
chr3	194943382	194943580	4	0	0.0	3.6060606060606064	1.7940315291655375	0.5814249363867684	0.89419795221843	0.0
chr4	1372709	1372808	3	0	0.0	3.6767676767676765	1.354590271857795	0.5408618127786032	0.994535519125683	0.0
chr4	7561588	7561714	4	0	0.0	2.4285714285714284	1.770250504327724	0.3891304347826087	0.8018575851393189	0.1111111111111111
chr4	7864124	7864147	0	1	8.0	11.478260869565215	0.8272303300191499	0.23805229936880076	0.4217252396166134	0.0
chr4	48659956	48659985	0	1	23.0	2.827586206896552	0.37773969483114905	0.5030674846625767	0.5030674846625767	0.0
chr4	49657539	49657645	13	0	0.0	301.60377358490564	50.134287450934096	0.8047538641381997	0.9884831912497988	0.0
